CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,AgeGroup,IncomeCategory,FamilySize
200227,0,29,"Company Invited",3,6,"Small Business",Female,2,3,Standard,3,Divorced,2,0,3,1,0,"Senior Manager",22918,Young,Medium,2
200228,0,35,"Company Invited",3,6,"Small Business","Fe Male",3,3,Standard,3,Unmarried,2,0,5,1,0,"Senior Manager",23789,Middle-aged,Medium,3
200229,1,29,"Self Enquiry",1,24,"Small Business",Male,2,4,Basic,3,Single,2,1,3,0,1,Executive,17389,Young,Low,3
200230,0,52,"Self Enquiry",1,8,Salaried,Female,2,4,Basic,3,Single,1,0,3,0,0,Executive,18212,Senior,Low,2
200231,0,42,"Self Enquiry",1,10,"Large Business",Male,2,3,King,3,Divorced,2,0,2,0,1,VP,34232,Middle-aged,Medium,3
200232,0,59,"Self Enquiry",2,12,"Small Business",Male,2,3,Basic,3,Divorced,1,0,4,1,0,Executive,17267,Senior,Low,2
200233,0,50,"Self Enquiry",3,6,"Small Business",Female,3,3,King,3,Married,4,0,2,1,1,VP,34517,Senior,Medium,4
200234,1,33,"Self Enquiry",1,20,"Small Business",Male,2,3,Basic,3,Divorced,6,1,2,0,1,Executive,17436,Middle-aged,Low,3
200235,0,43,"Self Enquiry",3,22,"Small Business",Female,3,3,"Super Deluxe",3,Divorced,6,1,3,0,1,AVP,31064,Middle-aged,Medium,4
200236,1,33,"Self Enquiry",1,8,Salaried,Female,2,3,Basic,5,Divorced,1,0,3,1,0,Executive,17707,Middle-aged,Low,2
200237,0,52,"Company Invited",3,8,Salaried,Male,3,4,King,3,Single,2,1,2,1,2,VP,34068,Senior,Medium,5
200240,0,39,"Self Enquiry",1,6,"Small Business",Female,3,3,Basic,3,Married,1,0,3,0,1,Executive,17232,Middle-aged,Low,4
200242,0,41,"Self Enquiry",1,25,Salaried,Male,2,3,Deluxe,5,Married,3,0,2,1,0,Manager,18072,Middle-aged,Low,2
200243,0,40,"Self Enquiry",1,30,"Large Business",Male,3,3,Deluxe,3,Married,2,0,3,1,1,Manager,18319,Middle-aged,Low,4
200244,0,45,"Self Enquiry",1,6,Salaried,Male,3,2,King,3,Divorced,1,0,4,1,2,VP,34202,Middle-aged,Medium,5
200245,0,31,"Company Invited",1,9,"Small Business",Male,3,3,Standard,3,Married,1,0,4,1,2,"Senior Manager",28675,Middle-aged,Medium,5
200246,0,33,"Self Enquiry",1,11,Salaried,Female,3,4,Basic,3,Divorced,2,0,2,0,2,Executive,17911,Middle-aged,Low,5
200247,0,34,"Self Enquiry",1,8,Salaried,Male,2,4,Deluxe,5,Divorced,7,0,4,0,1,Manager,20957,Middle-aged,Medium,3
200249,0,45,"Company Invited",1,13,Salaried,Male,3,2,Deluxe,3,Divorced,5,0,2,0,2,Manager,21434,Middle-aged,Medium,5
200250,1,37,"Company Invited",1,16,"Small Business",Male,3,3,Standard,3,Married,7,0,3,1,2,"Senior Manager",25048,Middle-aged,Medium,5
200251,0,39,"Company Invited",1,8,"Large Business","Fe Male",3,3,Standard,3,Unmarried,1,0,2,1,1,"Senior Manager",25938,Middle-aged,Medium,4
200252,0,29,"Self Enquiry",1,21,Salaried,Male,2,3,Basic,3,Single,2,0,3,0,0,Executive,17340,Young,Low,2
200253,0,42,"Self Enquiry",1,23,Salaried,Female,2,2,Deluxe,5,Unmarried,4,1,2,0,0,Manager,21545,Middle-aged,Medium,2
200254,0,29,"Self Enquiry",3,26,"Small Business",Male,2,3,Deluxe,3,Married,3,0,2,1,1,Manager,21931,Young,Medium,3
200256,0,42,"Self Enquiry",1,8,"Small Business",Female,2,4,Basic,5,Married,1,1,4,1,0,Executive,17593,Middle-aged,Low,2
200257,0,40,"Self Enquiry",1,8,"Small Business",Male,2,3,King,3,Married,1,0,5,0,0,VP,34436,Middle-aged,Medium,2
200258,0,51,"Self Enquiry",1,6,Salaried,Male,3,3,Basic,3,Divorced,2,0,4,1,0,Executive,17723,Senior,Low,3
200259,1,,"Company Invited",1,35,"Small Business",Male,3,4,Basic,4,Single,1,0,3,1,2,Executive,18479,Young,Low,5
200260,0,32,"Company Invited",1,13,Salaried,Male,3,2,Basic,4,Divorced,2,0,2,0,1,Executive,17794,Middle-aged,Low,4
200261,0,38,"Company Invited",3,8,Salaried,Male,2,4,Deluxe,3,Divorced,4,0,5,1,1,Manager,20249,Middle-aged,Medium,3
200262,0,32,"Self Enquiry",1,8,"Large Business",Male,2,4,Deluxe,5,Single,5,0,4,0,1,Manager,17176,Middle-aged,Low,3
200263,0,46,"Self Enquiry",3,8,"Large Business",Female,3,5,"Super Deluxe",4,Divorced,4,1,5,1,2,AVP,31872,Senior,Medium,5
200264,1,,"Self Enquiry",1,8,Salaried,Male,3,3,Basic,3,Single,3,0,4,1,1,Executive,18485,Young,Low,4
200265,0,29,"Self Enquiry",3,8,"Small Business",Male,3,4,Deluxe,4,Divorced,3,0,4,0,1,Manager,21644,Young,Medium,4
200266,0,31,"Self Enquiry",1,29,"Small Business",Male,3,4,Deluxe,3,Divorced,1,0,3,1,1,Manager,20582,Middle-aged,Medium,4
200268,0,45,"Self Enquiry",1,26,"Small Business",Male,3,3,"Super Deluxe",3,Divorced,1,1,3,0,0,AVP,28496,Middle-aged,Medium,3
200269,0,36,"Self Enquiry",1,12,Salaried,Male,2,3,Basic,3,Divorced,1,0,5,1,1,Executive,18210,Middle-aged,Low,3
200270,0,55,"Self Enquiry",1,6,"Small Business",Male,2,3,King,5,Single,1,1,2,1,0,VP,34045,Senior,Medium,2
200271,1,47,"Company Invited",1,35,Salaried,Male,2,3,Standard,4,Divorced,2,1,3,1,0,"Senior Manager",26849,Senior,Medium,2
200272,0,28,"Self Enquiry",1,15,"Small Business",Male,3,3,Basic,3,Divorced,2,0,2,1,1,Executive,17070,Young,Low,4
200273,0,37,"Self Enquiry",3,12,"Small Business",Male,3,3,Deluxe,3,Divorced,5,0,3,0,0,Manager,21502,Middle-aged,Medium,3
200274,0,21,"Self Enquiry",1,9,"Small Business",Male,3,4,Basic,3,Single,2,0,5,1,1,Executive,18230,Young,Low,4
200275,0,37,"Company Invited",1,6,"Small Business",Female,1,3,Standard,3,Married,3,1,3,0,0,"Senior Manager",28603,Middle-aged,Medium,1
200276,0,35,"Self Enquiry",1,28,Salaried,Female,3,2,Standard,4,Married,1,0,5,1,1,"Senior Manager",26996,Middle-aged,Medium,4
200277,0,38,"Self Enquiry",3,13,"Small Business",Female,2,2,Deluxe,5,Married,2,1,3,0,0,Manager,20605,Middle-aged,Medium,2
200278,0,26,"Company Invited",1,6,Salaried,Female,2,3,Deluxe,4,Married,2,0,5,0,1,Manager,21397,Young,Medium,3
200279,0,50,"Self Enquiry",1,10,Salaried,Male,3,3,King,4,Married,4,0,5,1,0,VP,34144,Senior,Medium,3
200280,0,53,"Self Enquiry",1,9,"Small Business",Male,2,3,"Super Deluxe",3,Divorced,4,1,5,0,0,AVP,32584,Senior,Medium,2
200281,0,42,"Self Enquiry",3,6,Salaried,Male,2,3,Deluxe,3,Divorced,2,0,3,1,0,Manager,19907,Middle-aged,Low,2
200283,0,55,"Self Enquiry",1,26,"Large Business",Male,2,3,Deluxe,3,Divorced,4,1,2,1,1,Manager,20415,Senior,Medium,3
200285,0,37,"Self Enquiry",1,6,Salaried,Female,2,3,Basic,3,Single,2,0,2,1,1,Executive,17115,Middle-aged,Low,3
200286,1,44,"Company Invited",1,30,Salaried,Male,2,3,Basic,3,Married,4,1,5,0,1,Executive,18161,Middle-aged,Low,3
200287,0,38,"Self Enquiry",1,29,Salaried,Male,2,3,Deluxe,3,Married,1,0,3,0,0,Manager,20745,Middle-aged,Medium,2
200288,1,26,"Self Enquiry",1,22,"Small Business",Male,2,3,Basic,4,Married,3,1,2,1,1,Executive,17373,Young,Low,3
200289,0,28,"Self Enquiry",1,14,Salaried,Female,3,3,Basic,3,Single,2,0,4,0,1,Executive,18310,Young,Low,4
200290,0,49,"Company Invited",1,16,Salaried,Female,2,3,King,5,Single,1,1,3,0,0,VP,33665,Senior,Medium,2
200292,0,31,"Company Invited",3,11,"Small Business",Female,2,3,Basic,4,Married,2,0,3,0,1,Executive,17789,Middle-aged,Low,3
200293,1,26,"Self Enquiry",3,10,"Small Business",Male,2,4,Deluxe,3,Single,2,1,2,1,1,Manager,20828,Young,Medium,3
200294,0,37,"Company Invited",1,15,"Small Business",Male,2,3,Basic,3,Divorced,2,1,2,0,0,Executive,17326,Middle-aged,Low,2
200295,0,42,"Company Invited",3,32,"Small Business",Female,3,3,"Super Deluxe",4,Divorced,6,0,3,1,2,AVP,28525,Middle-aged,Medium,5
200296,1,18,"Self Enquiry",1,9,Salaried,Male,2,3,Basic,3,Single,2,0,4,0,0,Executive,16420,Young,Low,2
200297,0,35,"Self Enquiry",3,22,"Small Business",Male,3,3,Standard,4,Divorced,1,0,2,1,2,"Senior Manager",23020,Middle-aged,Medium,5
200298,0,,"Company Invited",1,24,Salaried,Male,2,2,Basic,3,Divorced,5,0,5,0,0,Executive,18688,Young,Low,2
200299,0,51,"Self Enquiry",1,8,"Small Business",Male,2,5,Deluxe,4,Married,6,0,2,0,0,Manager,20482,Senior,Medium,2
200300,0,41,"Self Enquiry",3,8,Salaried,Male,2,3,"Super Deluxe",4,Single,2,0,3,1,0,AVP,31015,Middle-aged,Medium,2
200301,0,18,"Self Enquiry",3,16,"Small Business",Female,3,4,Basic,3,Single,2,0,2,1,2,Executive,16200,Young,Low,5
200302,0,28,"Self Enquiry",1,22,"Small Business",Male,3,2,Deluxe,5,Single,1,0,5,0,2,Manager,20661,Young,Medium,5
200303,0,31,"Self Enquiry",3,13,"Large Business",Male,3,2,Deluxe,3,Divorced,5,0,2,1,0,Manager,21929,Middle-aged,Medium,3
200304,0,39,"Self Enquiry",1,6,"Small Business",Male,2,2,Standard,3,Married,1,0,3,1,0,"Senior Manager",24613,Middle-aged,Medium,2
200305,0,36,"Company Invited",1,30,Salaried,Female,2,3,Deluxe,4,Divorced,1,0,3,0,0,Manager,20674,Middle-aged,Medium,2
200306,0,32,"Self Enquiry",3,13,Salaried,Male,3,4,Deluxe,3,Divorced,2,0,3,1,2,Manager,20484,Middle-aged,Medium,5
200307,0,38,"Self Enquiry",1,31,Salaried,Female,2,4,Standard,4,Divorced,4,0,3,1,0,"Senior Manager",27061,Middle-aged,Medium,2
200308,0,58,"Company Invited",1,6,Salaried,Male,2,5,Deluxe,3,Married,3,1,2,1,1,Manager,20660,Senior,Medium,3
200310,0,31,"Self Enquiry",2,8,Salaried,Male,3,4,Deluxe,5,Divorced,4,0,3,0,1,Manager,21410,Middle-aged,Medium,4
200311,0,45,"Company Invited",1,13,Salaried,Male,3,3,Standard,5,Married,2,0,2,1,2,"Senior Manager",20210,Middle-aged,Medium,5
200312,0,31,"Self Enquiry",1,8,Salaried,Male,2,3,Basic,3,Married,1,1,4,1,1,Executive,17695,Middle-aged,Low,3
200313,0,33,"Company Invited",1,11,Salaried,Female,3,3,Standard,4,Divorced,7,0,3,1,2,"Senior Manager",26878,Middle-aged,Medium,5
200314,0,39,"Self Enquiry",1,16,"Small Business",Male,2,3,"Super Deluxe",5,Divorced,2,1,3,1,1,AVP,32068,Middle-aged,Medium,3
200315,0,43,"Company Invited",1,16,Salaried,Female,2,3,Basic,3,Single,1,0,5,0,1,Executive,17455,Middle-aged,Low,3
200316,0,49,"Self Enquiry",1,6,"Large Business",Female,2,4,"Super Deluxe",3,Single,1,1,3,1,0,AVP,28964,Senior,Medium,2
200318,0,27,"Self Enquiry",1,11,Salaried,Female,2,3,Basic,4,Single,2,1,3,0,1,Executive,17478,Young,Low,3
200319,0,32,"Self Enquiry",3,14,"Large Business",Female,3,4,Deluxe,4,Divorced,2,1,2,1,0,Manager,20228,Middle-aged,Medium,3
200321,0,31,"Self Enquiry",3,13,"Small Business",Male,3,3,Deluxe,3,Married,5,0,2,0,0,Manager,22547,Middle-aged,Medium,3
200323,1,,"Self Enquiry",1,8,"Small Business",Male,2,5,Basic,3,Divorced,6,1,3,1,0,Executive,18464,Young,Low,2
200324,0,30,"Self Enquiry",1,34,"Small Business",Female,3,3,Deluxe,3,Divorced,2,0,3,0,2,Manager,20775,Middle-aged,Medium,5
200325,0,31,"Company Invited",1,13,Salaried,Female,2,4,Standard,3,Divorced,2,0,2,1,1,"Senior Manager",23943,Middle-aged,Medium,3
200326,0,39,"Company Invited",1,5,"Small Business",Male,2,4,King,3,Divorced,2,0,5,1,1,VP,34272,Middle-aged,Medium,3
200327,1,39,"Self Enquiry",3,9,"Small Business",Female,2,3,Deluxe,3,Divorced,5,1,4,1,1,Manager,20238,Middle-aged,Medium,3
200329,0,47,"Self Enquiry",1,11,Salaried,Male,2,3,King,3,Divorced,5,0,2,0,1,VP,33300,Senior,Medium,3
200330,0,43,"Company Invited",1,16,Salaried,Female,2,4,Deluxe,3,Married,2,0,3,0,0,Manager,20257,Middle-aged,Medium,2
200331,0,27,"Company Invited",3,6,"Small Business",Male,3,3,Deluxe,4,Divorced,1,1,2,0,2,Manager,21349,Young,Medium,5
200333,0,43,"Self Enquiry",1,13,Salaried,Female,2,3,Standard,5,Divorced,1,0,5,1,0,"Senior Manager",24985,Middle-aged,Medium,2
200334,0,,"Self Enquiry",1,14,Salaried,Male,3,3,Deluxe,3,Divorced,1,0,3,1,0,Manager,18697,Young,Low,3
200335,0,40,"Self Enquiry",3,6,"Small Business",Male,2,5,Deluxe,3,Divorced,3,1,3,1,0,Manager,22457,Middle-aged,Medium,2
200336,1,29,"Self Enquiry",1,14,Salaried,Male,3,5,Basic,5,Divorced,2,1,3,1,1,Executive,17119,Young,Low,4
200338,0,30,"Self Enquiry",3,11,"Small Business",Female,1,4,Deluxe,3,Married,2,0,2,0,0,Manager,21118,Middle-aged,Medium,1
200339,0,27,"Self Enquiry",3,14,"Small Business",Female,2,3,Deluxe,4,Divorced,2,0,2,0,0,Manager,21214,Young,Medium,2
200340,0,37,"Self Enquiry",1,11,"Small Business",Male,3,3,Deluxe,3,Married,1,0,3,0,0,Manager,21347,Middle-aged,Medium,3
200341,0,38,"Self Enquiry",1,21,Salaried,Male,3,4,Standard,3,Married,1,1,5,1,1,"Senior Manager",26510,Middle-aged,Medium,4
200342,0,31,"Self Enquiry",1,13,"Small Business",Female,2,3,Standard,3,Unmarried,2,1,4,1,1,"Senior Manager",22143,Middle-aged,Medium,3
200343,0,29,"Self Enquiry",3,16,"Small Business",Female,2,4,Deluxe,4,Married,2,1,5,0,1,Manager,23268,Young,Medium,3
200344,0,35,"Self Enquiry",1,11,"Large Business",Male,3,3,Standard,4,Unmarried,1,0,3,0,0,"Senior Manager",23095,Middle-aged,Medium,3
200345,0,23,"Self Enquiry",1,32,Salaried,Male,2,3,Basic,3,Married,2,0,2,1,1,Executive,17904,Young,Low,3
200346,0,41,"Self Enquiry",1,12,"Small Business",Male,3,4,Deluxe,4,Single,7,1,3,1,0,Manager,21032,Middle-aged,Medium,3
200347,0,47,"Company Invited",3,10,"Small Business",Male,2,3,Deluxe,3,Single,4,0,4,0,1,Manager,17976,Senior,Low,3
200348,0,42,"Self Enquiry",1,29,Salaried,Female,2,3,"Super Deluxe",3,Single,3,0,3,0,0,AVP,30992,Middle-aged,Medium,2
200350,0,42,"Self Enquiry",2,8,"Large Business",Male,2,3,Basic,3,Married,1,1,4,1,0,Executive,17696,Middle-aged,Low,2
200351,0,32,"Self Enquiry",1,8,"Small Business",Female,3,3,Basic,4,Divorced,2,0,4,0,0,Executive,17370,Middle-aged,Low,3
200352,0,48,"Self Enquiry",3,35,"Small Business",Female,3,3,Standard,3,Divorced,4,0,4,0,0,"Senior Manager",27504,Senior,Medium,3
200353,0,37,"Self Enquiry",1,12,"Small Business",Male,2,2,Deluxe,5,Married,5,1,3,1,1,Manager,20974,Middle-aged,Medium,3
200355,0,26,"Self Enquiry",3,6,Salaried,Male,2,3,Deluxe,3,Divorced,2,0,5,1,0,Manager,20296,Young,Medium,2
200356,0,42,"Self Enquiry",1,8,Salaried,Male,3,4,Deluxe,3,Unmarried,4,0,2,0,1,Manager,21781,Middle-aged,Medium,4
200357,1,21,"Company Invited",3,6,"Large Business",Female,2,4,Basic,4,Single,2,1,5,1,1,Executive,17174,Young,Low,3
200358,0,36,"Company Invited",3,6,"Small Business",Female,2,3,Deluxe,3,Unmarried,5,0,2,1,1,Manager,21653,Middle-aged,Medium,3
200359,0,36,"Company Invited",3,9,"Small Business",Male,2,4,Standard,3,Divorced,5,0,2,0,1,"Senior Manager",24699,Middle-aged,Medium,3
200360,0,57,"Self Enquiry",1,6,"Small Business",Male,2,3,Deluxe,3,Divorced,3,0,3,1,1,Manager,21755,Senior,Medium,3
200361,0,40,"Self Enquiry",1,16,Salaried,Female,2,2,Basic,3,Divorced,4,1,3,0,1,Executive,17213,Middle-aged,Low,3
200362,0,21,"Company Invited",3,15,"Small Business",Male,2,3,Basic,3,Single,2,0,4,0,0,Executive,17610,Young,Low,2
200363,1,33,"Self Enquiry",3,11,"Small Business",Female,2,3,Basic,3,Single,2,1,2,1,0,Executive,17851,Middle-aged,Low,2
200364,0,,"Self Enquiry",1,16,"Small Business",Female,3,3,Basic,5,Divorced,7,0,2,1,1,Executive,18452,Young,Low,4
200365,0,46,"Company Invited",1,13,"Small Business",Female,1,3,Deluxe,3,Divorced,3,0,5,0,0,Manager,20258,Senior,Medium,1
200366,1,41,"Company Invited",3,10,"Small Business",Male,2,3,Deluxe,4,Unmarried,2,0,3,1,0,Manager,24355,Middle-aged,Medium,2
200367,0,50,"Self Enquiry",1,16,"Large Business",Male,3,4,Standard,3,Unmarried,7,0,5,0,2,"Senior Manager",25496,Senior,Medium,5
200368,1,40,"Self Enquiry",3,28,"Small Business",Male,3,4,Deluxe,3,Divorced,3,1,3,1,1,Manager,21380,Middle-aged,Medium,4
200369,0,31,"Self Enquiry",1,15,Salaried,Male,2,4,Basic,4,Single,1,1,3,1,0,Executive,17657,Middle-aged,Low,2
200370,1,21,"Self Enquiry",3,18,Salaried,Female,2,2,Basic,4,Single,2,0,5,0,1,Executive,17716,Young,Low,3
200371,0,29,"Self Enquiry",1,29,Salaried,Male,2,3,Basic,3,Single,1,0,3,1,0,Executive,17201,Young,Low,2
200372,0,35,"Self Enquiry",1,15,Salaried,Male,3,4,Deluxe,4,Unmarried,1,0,2,1,2,Manager,21540,Middle-aged,Medium,5
200374,0,28,"Self Enquiry",3,15,Salaried,Male,3,3,Deluxe,3,Single,2,0,3,1,0,Manager,20253,Young,Medium,3
200375,0,49,"Self Enquiry",1,13,Salaried,Male,2,4,Standard,3,Unmarried,1,0,2,1,1,"Senior Manager",25965,Senior,Medium,3
200377,0,36,"Self Enquiry",1,8,Salaried,Female,3,3,Basic,3,Divorced,5,0,5,1,0,Executive,17543,Middle-aged,Low,3
200378,1,34,"Company Invited",3,25,"Small Business",Male,3,2,Deluxe,3,Single,1,1,2,1,2,Manager,20304,Middle-aged,Medium,5
200379,0,55,"Self Enquiry",1,8,Salaried,Female,3,3,"Super Deluxe",3,Single,3,1,5,0,1,AVP,31659,Senior,Medium,4
200381,0,30,"Self Enquiry",3,8,"Large Business",Male,3,3,Basic,4,Divorced,2,0,3,1,2,Executive,17476,Middle-aged,Low,5
200382,1,26,"Company Invited",1,9,"Large Business",Male,3,3,Basic,5,Single,1,0,3,0,2,Executive,18102,Young,Low,5
200383,0,22,"Self Enquiry",1,17,"Small Business",Female,2,3,Basic,4,Divorced,2,0,2,1,0,Executive,17244,Young,Low,2
200384,0,36,"Self Enquiry",3,8,"Small Business",Male,3,4,Standard,3,Divorced,2,0,2,1,0,"Senior Manager",22596,Middle-aged,Medium,3
200385,1,30,"Company Invited",1,10,"Large Business",Male,2,3,Basic,3,Single,19,1,4,1,1,Executive,17285,Middle-aged,Low,3
200386,0,37,"Self Enquiry",1,20,Salaried,Female,3,3,Basic,5,Married,2,0,4,1,0,Executive,18034,Middle-aged,Low,3
200387,0,40,"Self Enquiry",3,8,"Small Business",Female,2,3,Deluxe,4,Married,1,0,2,0,1,Manager,20715,Middle-aged,Medium,3
200388,0,42,"Self Enquiry",1,6,Salaried,Female,3,3,Basic,5,Married,4,0,3,1,1,Executive,17576,Middle-aged,Low,4
200390,0,43,"Self Enquiry",1,18,Salaried,Male,2,4,"Super Deluxe",4,Married,2,0,3,0,1,AVP,29336,Middle-aged,Medium,3
200391,0,,"Self Enquiry",1,8,"Small Business",Female,3,4,Deluxe,3,Divorced,7,0,5,1,0,Manager,18448,Young,Low,3
200392,0,54,"Self Enquiry",1,11,"Small Business",Male,2,3,King,5,Divorced,5,0,4,1,0,VP,34406,Senior,Medium,2
200393,0,34,"Company Invited",3,10,"Small Business",Female,3,3,Deluxe,3,Divorced,1,0,2,1,0,Manager,21538,Middle-aged,Medium,3
200395,0,43,"Company Invited",1,27,"Small Business",Male,3,3,Basic,3,Divorced,1,0,4,0,2,Executive,17258,Middle-aged,Low,5
200399,0,31,"Self Enquiry",1,6,Salaried,Male,3,4,Basic,5,Divorced,2,0,4,0,0,Executive,17218,Middle-aged,Low,3
200400,0,39,"Company Invited",1,6,Salaried,Male,2,3,King,3,Married,2,1,3,0,1,VP,34197,Middle-aged,Medium,3
200401,0,56,"Company Invited",3,12,Salaried,Female,2,2,"Super Deluxe",5,Divorced,1,0,3,1,0,AVP,28212,Senior,Medium,2
200402,0,30,"Self Enquiry",3,18,"Large Business",Female,2,3,Deluxe,3,Unmarried,1,0,2,1,0,Manager,21577,Middle-aged,Medium,2
200403,0,41,"Self Enquiry",3,6,"Small Business",Male,2,2,Standard,5,Divorced,2,0,3,1,1,"Senior Manager",23392,Middle-aged,Medium,3
200406,0,52,"Self Enquiry",1,9,"Small Business",Male,2,4,Standard,3,Divorced,3,1,2,0,0,"Senior Manager",22969,Senior,Medium,2
200407,0,45,"Self Enquiry",1,16,Salaried,Male,3,3,Basic,3,Divorced,4,0,5,1,0,Executive,17654,Middle-aged,Low,3
200408,0,52,"Self Enquiry",1,10,Salaried,Female,1,3,"Super Deluxe",3,Divorced,3,0,5,1,0,AVP,31555,Senior,Medium,1
200410,0,30,"Self Enquiry",1,8,Salaried,Female,2,5,Deluxe,3,Single,3,0,2,0,1,Manager,21091,Middle-aged,Medium,3
200411,0,60,"Self Enquiry",1,13,Salaried,Female,2,3,King,5,Divorced,6,0,5,0,0,VP,34566,Senior,Medium,2
200414,1,24,"Self Enquiry",3,6,"Large Business",Female,3,3,Basic,4,Single,2,1,4,1,2,Executive,18202,Young,Low,5
200415,1,34,"Company Invited",3,12,"Small Business",Female,2,5,Basic,3,Married,1,0,4,1,1,Executive,17351,Middle-aged,Low,3
200416,0,38,"Company Invited",1,8,Salaried,Male,2,3,Basic,3,Divorced,2,1,5,1,1,Executive,16702,Middle-aged,Low,3
200417,0,40,"Self Enquiry",3,8,Salaried,Female,3,3,King,3,Divorced,1,0,3,0,0,VP,33041,Middle-aged,Medium,3
200418,0,26,"Self Enquiry",1,29,Salaried,Female,2,3,Basic,3,Married,2,0,3,1,1,Executive,17886,Young,Low,3
200419,0,30,"Company Invited",1,9,Salaried,Male,2,3,Basic,3,Divorced,5,0,3,0,1,Executive,17097,Middle-aged,Low,3
200420,0,29,"Self Enquiry",1,9,"Small Business",Male,3,4,Standard,3,Divorced,2,0,2,1,2,"Senior Manager",26935,Young,Medium,5
200421,1,29,"Self Enquiry",1,31,"Large Business",Female,3,4,Basic,4,Divorced,6,0,3,0,2,Executive,17546,Young,Low,5
200422,1,19,"Self Enquiry",2,8,"Large Business",Male,2,4,Basic,3,Single,2,0,3,1,1,Executive,17564,Young,Low,3
200423,0,30,"Company Invited",3,28,Salaried,Female,3,3,Standard,5,Divorced,1,0,2,1,0,"Senior Manager",23412,Middle-aged,Medium,3
200424,0,57,"Self Enquiry",3,35,"Small Business",Male,2,4,"Super Deluxe",3,Married,4,0,3,0,0,AVP,29118,Senior,Medium,2
200425,0,50,"Self Enquiry",1,35,Salaried,Male,2,4,"Super Deluxe",3,Divorced,1,0,5,1,1,AVP,32046,Senior,Medium,3
200426,0,30,"Company Invited",1,8,"Small Business",Female,2,3,Basic,3,Single,1,0,4,1,0,Executive,17564,Middle-aged,Low,2
200427,0,60,"Company Invited",3,34,"Small Business",Female,3,4,Standard,5,Divorced,5,0,2,1,0,"Senior Manager",25266,Senior,Medium,3
200428,0,47,"Self Enquiry",1,8,"Small Business",Female,3,3,Deluxe,3,Married,6,0,2,0,1,Manager,20070,Senior,Medium,4
200429,0,46,"Self Enquiry",1,8,Salaried,Male,2,3,"Super Deluxe",3,Divorced,7,0,5,0,0,AVP,32861,Senior,Medium,2
200432,0,34,"Self Enquiry",1,8,Salaried,Male,3,4,Basic,3,Married,4,0,5,1,0,Executive,17768,Middle-aged,Low,3
200433,0,46,"Self Enquiry",3,16,"Small Business",Female,3,4,Standard,3,Divorced,3,1,2,1,1,"Senior Manager",24071,Senior,Medium,4
200434,0,31,"Self Enquiry",1,15,Salaried,Male,2,3,Standard,4,Married,2,0,3,1,1,"Senior Manager",25648,Middle-aged,Medium,3
200435,1,33,"Self Enquiry",1,21,"Small Business",Male,2,3,Standard,3,Divorced,1,1,5,0,0,"Senior Manager",28610,Middle-aged,Medium,2
200436,1,,"Self Enquiry",1,16,"Small Business",Male,2,5,Basic,3,Married,1,0,5,0,0,Executive,18408,Young,Low,2
200437,0,30,"Self Enquiry",3,13,"Small Business",Male,2,3,Basic,4,Single,1,0,2,1,0,Executive,17983,Middle-aged,Low,2
200438,0,35,"Self Enquiry",1,22,Salaried,Male,3,3,Standard,3,Divorced,5,1,2,0,1,"Senior Manager",22632,Middle-aged,Medium,4
200439,1,31,"Company Invited",1,26,Salaried,Male,3,3,Standard,3,Divorced,4,0,3,1,0,"Senior Manager",24824,Middle-aged,Medium,3
200440,1,34,"Company Invited",2,29,Salaried,Female,2,3,Standard,5,Married,1,1,3,1,0,"Senior Manager",24950,Middle-aged,Medium,2
200441,0,42,"Company Invited",1,11,Salaried,Male,3,3,Basic,3,Divorced,5,0,3,1,0,Executive,17093,Middle-aged,Low,3
200442,0,36,"Company Invited",3,16,"Small Business",Male,2,3,Standard,3,Unmarried,2,0,2,1,1,"Senior Manager",24980,Middle-aged,Medium,3
200445,0,55,"Self Enquiry",3,24,Salaried,Female,2,3,"Super Deluxe",4,Single,4,0,2,0,1,AVP,31835,Senior,Medium,3
200446,0,41,"Company Invited",3,16,Salaried,Male,2,3,Deluxe,3,Single,1,0,2,0,1,Manager,21230,Middle-aged,Medium,3
200448,0,40,"Self Enquiry",1,12,Salaried,"Fe Male",3,3,"Super Deluxe",3,Unmarried,1,0,5,1,2,AVP,28237,Middle-aged,Medium,5
200450,0,31,"Self Enquiry",3,8,Salaried,Male,3,3,Deluxe,3,Unmarried,5,1,5,1,1,Manager,21582,Middle-aged,Medium,4
200451,0,42,"Self Enquiry",1,30,"Small Business",Male,2,3,Standard,5,Divorced,2,1,2,1,1,"Senior Manager",22406,Middle-aged,Medium,3
200453,1,26,"Company Invited",2,23,Salaried,Female,2,3,Basic,3,Married,1,1,5,0,1,Executive,17741,Young,Low,3
200455,0,33,"Self Enquiry",1,6,"Small Business",Female,3,2,"Super Deluxe",3,Married,5,0,2,0,2,AVP,31184,Middle-aged,Medium,5
200456,0,31,"Self Enquiry",3,13,Salaried,Male,2,4,Standard,3,Married,1,0,3,1,0,"Senior Manager",26557,Middle-aged,Medium,2
200457,1,18,"Company Invited",3,11,"Small Business",Male,3,3,Basic,4,Single,2,1,4,1,2,Executive,16878,Young,Low,5
